symbol,company_name
TBZ,Tribhovandas Bhimji Zaveri Limited
TRICOMFRU,Tricom Fruit Products Limited
TLL,Trident Lifeline Limited
TRIDENT,Trident Limited
TTFL,Trident Texofab Limited
TRIGYN,Trigyn Technologies Limited
TRILIANCE,TRILIANCE POLYMERS LIMITED
TRINITYLEA,Trinity League India Limited
TRIOMERC,Trio Mercantile & Trading Limited
TRIPR,Triochem Products Ltd.
TRISHAKT,Trishakti Industries Limited
TRITONV,Triton Valves Ltd.
TRIUMPIN,Triumph International Finance India
TRIVENI,Triveni Engineering & Industries Limited
TRIVENIENT,Triveni Enterprises Limited
TRIVENIGQ,Triveni Glass Ltd.
TRITURBINE,Triveni Turbine Limited
TRUALT,TruAlt Bioenergy Limited
TRU,TruCap Finance Limited
TRUECOLORS,TRUE COLORS LIMITED
TRUEGREEN,TRUE GREEN BIO ENERGY LIMITED
TRUSTEDGE,Trustedge Capital Limited
TSFINV,TSF INVESTMENTS LIMITED
TTIENT,TTI Enterprise Limited
TTKHLTCARE,TTK Healthcare Limited
TTKPRESTIG,TTK Prestige Limited
TTLEL,TTL ENTERPRISES LIMITED
TIINDIA,Tube Investments of India Limited
TULASEEBIOE,Tulasee Bio-Ethanol Ltd.
TULIVE,Tulive Developers Limited
TULSYAN,Tulsyan NEC Ltd
TUNITEX,Tuni Textile Mills Ltd.
TUSALDAH,TUSALDAH LIMITED
TUTIALKA,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED
TVTODAY,TV Today Network Limited
TVVISION,TV Vision Limited
TVSELECT,TVS Electronics Limited
TVSHLTD,TVS Holdings Limited
TVSMOTOR,TVS Motor Company Limited
TVSSRICHAK,TVS Srichakra Limited
TVSSCS,TVS Supply Chain Solutions Limited
TICL,Twamev Construction and Infrastructure Limited
TWIROST,Twin Roses Trades & Agencies Ltd.
TYCHE,Tyche Industries Ltd.
TFSL,Typhoon Financial Services Limited
TYPHOON,Typhoon Holdings Ltd.
TYROON,Tyroon Tea Co. Ltd.
UHZAVERI,U. H. ZAVERI LIMITED
UYFINCORP,U. Y. Fincorp Limited
UPHOT,U.P. Hotels Ltd.
UCAL,UCAL LIMITED
UCOBANK,UCO Bank
UDAYJEW,Uday Jewellery Industries Limited.
USK,Udayshivakumar Infra Limited
UFLEX,UFLEX Limited
UFMINDL,UFM Industries Ltd
UFO,UFO Moviez India Limited
UGROCAP,Ugro Capital Limited
UHMVL,UHM Vacation Limited
UEL,Ujaas Energy Limited
UJJIVANSFB,Ujjivan Small Finance Bank Limited
ULTRACAB,Ultracab (India) Limited
ULTRAMAR,Ultramarine & Pigments Limited
ULTRACEMCO,UltraTech Cement Limited
UMAEXPORTS,Uma Exports Limited
UMIYA-MRO,UMIYA BUILDCON LIMITED
UML,Umiya Mobile Limited
UMIYA,Umiya Tubes Limited
UNIABEXAL,Uni-Abex Alloy Products Ltd.
UNICHEMLAB,Unichem Laboratories Limited
UNICK,Unick Fix-A- Form and Printers Limited
UNIECOM,Unicommerce Esolutions Limited
UNIFIED,UNIFIED DATA TECH SOLUTIONS LIMITED
UCIL,UNIFINZ CAPITAL INDIA LIMITED
UNIINFO,Uniinfo Telecom Services Limited
UNIJOLL,Unijolly Investments Co. Ltd.
UNIMECH,Unimech Aerospace and Manufacturing Limited
UNIONBANK,Union Bank of India
UNIPARTS,Uniparts India Limited
UNIENTER,Uniphos Enterprises Limited
UPROTECH,Unipro Technologies Limited
UNIQUEO,Unique Organics Ltd.
UNIROYAL,Uniroyal Industries Ltd
UNRYLMA,Uniroyal Marine Exports Ltd.
UNISEM,UNISEM AGRITECH LIMITED
UNISHIRE,Unishire Urban Infra Limited
UNISON,Unison Metals Ltd
UNITINT,Unitech International Ltd
UNITECH,Unitech Limited
UBL,United Breweries Limited
COTFAB,United Cotfab Limited
UNITDCR,United Credit ltd.
UNIDT,United Drilling Tools Limited
UFBL,United Foodbrands Limited
UNITEDINT,United Interactive Limited
UNTTEMI,United Leasing & Industries Ltd
UNITEDPOLY,United Polyfab Gujarat Limited
UNITDSPR,United Spirits Limited
UVDRHOR,United Van Der Horst Ltd.
UNIVASTU,Univastu India Limited
UNIVARTS,Universal Arts Ltd
UNIAUTO,Universal Autofoundry Limited
UNIVCABLES,Universal Cables Limited
UNIVSTAR,Universal Starch-Chem Allied Ltd.
UNIVPHOTO,Universus Photo Imagings Limited
UNIWSEC,Uniworth Securities Limited
UNJHAFOR,Unjha Formulations Ltd.
UNOMINDA,UNO Minda Limited
UDS,Updater Services Limited
UPL,UPL Limited
UPSURGE,Upsurge Investment And Finance Ltd.
URSUGAR,UR SUGAR INDUSTRIES LIMITED
URAVIDEF,Uravi Defence and Technology Limited
URBANCO,Urban Company Limited
URJA,Urja Global Limited
USGTECH,USG Tech Solutions Ltd
UMESLTD,Usha Martin Education & Solutions Limited
USHAMART,Usha Martin Limited
USHAKIRA,Ushakiran Finance Ltd.
UTIAMC,UTI Asset Management Company Limited
SENSEXBETA,UTI Mutual Fund
NIFTYBETA,UTI Mutual Fund
NEXT50BETA,UTI Mutual Fund
SNXT50BETA,UTI Mutual Fund
BANKBETA,UTI Mutual Fund
MIDCAPBETA,UTI Mutual Fund
ITBETA,UTI Mutual Fund
UTIQUE,UTIQUE ENTERPRISES LIMITED
UTKARSHBNK,Utkarsh Small Finance Bank Limited
UTLINDS,UTL Industries Limited
UTTAMSUGAR,Uttam Sugar Mills Limited
UVS,UVS HOSPITALITY AND SERVICES LIMITED
VBIND,V B INDUSTRIES LIMITED
VRFILMS,V R FILMS & STUDIOS LIMITED
VGUARD,V-Guard Industries Limited
VMART,V-Mart Retail Limited
VBDESAI,V.B.Desai Financial Services Ltd
VSTTILLERS,V.S.T Tillers Tractors Limited
V2RETAIL,V2 Retail Limited
WABAG,VA Tech Wabag Limited
VAARAD,Vaarad Ventures Ltd
VADILENT,Vadilal Enterprises Ltd.
VADILALIND,Vadilal Industries Limited
VAHH,Vahh Chemicals Limited
VAIBHAVGBL,Vaibhav Global Limited
VAISHALI,Vaishali Pharma Limited
VAICC,Vaishno Cement Co. Ltd.
VAKRANGEE,Vakrangee Limited
VALINDIA,Valencia India Limited
VALENCIA,Valencia Nutrition Limited
VALIANT,Valiant Communications Ltd.
VALIANTLAB,Valiant Laboratories Limited
VALIANTORG,Valiant Organics Limited
VALLABHSQ,Vallabh Steels ltd
VALLEY,Valley Magnesite Company Limited
DBREALTY,Valor Estate Limited
VALPLAST,Valplast Technologies Limited
VALSONQ,Valson Industries Ltd.
VAMA,Vama Industries Limited
VAMSHIRU,Vamshi Rubber Ltd.
VANDAN,VANDAN FOODS LIMITED
VANICOM,Vani Commercials Limited
VANTABIO,Vanta Bioscience Limited
VKAL,Vantage Knowledge Academy Limited
VAPIENTER,VAPI ENTERPRISE LIMITED
VARDHANCFL,Vardhan Capital & Finance Limited
VARDHACRLC,Vardhman Acrylics Limited
VHL,Vardhman Holdings Limited
VARDMNPOLY,Vardhman Polytex Limited
VSSL,Vardhman Special Steels Limited
VTL,Vardhman Textiles Limited
VARIMAN,VARIMAN GLOBAL ENTERPRISES LIMITED
VARROC,Varroc Engineering Limited
VBL,Varun Beverages Limited
VARUNME,Varun Mercantile Ltd.
VGL,VARVEE GLOBAL LIMITED
VARYAA,VARYAA CREATIONS LIMITED
VASCONEQ,Vascon Engineers Limited
VASHISHTHA,VASHISHTHA LUXURY FASHION LIMITED
POOJAENT,VASHU BHAGNANI INDUSTRIES LIMITED
VRL,Vasundhara Rasayans Ltd.
VASWANI,Vaswani Industries Limited
VEL,Vaxfab Enterprises Limited
VCL,Vaxtex Cotfab Limited
VCU,VCU Data Management Limited
VEDANTASSET,VEDANT ASSET LIMITED
MANYAVAR,Vedant Fashions Limited
VAML,Vedanta Aluminium Metal Limited
VISL,Vedanta Iron and Steel Limited
VEDL,Vedanta Limited
VOGL,Vedanta Oil and Gas Limited
VEDPOWER,Vedanta Power Limited
VEDAVAAG,VEDAVAAG Systems Limited
VEEDOL,Veedol Corporation Limited
VEEFIN,VEEFIN SOLUTIONS LIMITED
VJLAXMIE,Veejay Lakshmi Engineering Works Lt
VEERENRGY,Veer Energy & Infrastructure Limited
VGIL,Veer Global Infraconstruction Limited
VEERHEALTH,Veerhealth Care Limited
VEERKRUPA,Veerkrupa Jewellers Limited
VEGA,VEGA JEWELLERS LIMITED
VPAL,Vegorama Punjabi Angithi Limited
VELHO,Velan Hotels Ltd.
VELJAN,Veljan Denison Limited
VELOX,Velox Shipping and Logistics Limited
VENKEYS,Venky's (India) Limited
VENLONENT,Venlon Enterprises Ltd.
VENMAX,Venmax Drugs And Pharmaceuticals Ltd
VENTIVE,Ventive Hospitality Limited
SHYAM,Ventura Guaranty Ltd.
VENTURA,Ventura Textiles Ltd.
VENUSPIPES,Venus Pipes & Tubes Limited
VENUSREM,Venus Remedies Limited
VERANDA,Veranda Learning Solutions Limited
VERITAS,Veritas (India) Limited
VERTEX,Vertex Securities Ltd.
VERTEXPP,Vertex Securities Ltd.
VERTOZ,Vertoz Limited
VESUVIUS,Vesuvius India Limited
VETO,Veto Switchgears And Cables Limited
VSTL,Vibhor Steel Tubes Limited
VGCL,Vibrant Global Capital Limited
VHLTD,Viceroy Hotels Limited
VICTMILL,Victoria Mills Ltd.
VIDHIING,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES,Vidya Wires Limited
VIJSOLX,Vijay Solvex Ltd.
VIJAYA,Vijaya Diagnostic Centre Limited
VIJIFIN,Viji Finance Limited
VIKALPS,Vikalp Securities Ltd.
VIKASECO,Vikas EcoTech Limited
VIKASLIFE,Vikas Lifecare Limited
VIKASPROP,VIKAS PROPPANT & GRANITE LTD.
VIKASWSP,Vikas WSP Ltd.
VIKRAMAR,VIKRAM AROMA LIMITED
KAMATS,VIKRAM KAMATS HOSPITALITY LIMITED
VIKRAMSOLR,Vikram Solar Limited
VIKRAMTH,Vikram Thermo (India) Ltd.
VIKRAN,Vikran Engineering Limited
VIKSHEN,Viksit Engineering Ltd
VIMTALABS,Vimta Labs Limited
VINATIORGA,Vinati Organics Limited
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LIMITED
VINVANI,Vinayak Vanijya Ltd.
VINDHYATEL,Vindhya Telelinks Limited
VINEETLAB,Vineet Laboratories Limited
VINNY,Vinny Overseas Limited
VINCOFE,Vintage Coffee And Beverages Limited
VINTAGES,Vintage Securities Ltd.
VINYLINDIA,Vinyl Chemicals (India) Limited
VINYOFL,Vinyoflex Ltd.
VIPCLOTHNG,VIP Clothing Limited
VIPIND,VIP Industries Limited
VIPPYSP,Vippy Spinpro Ltd.
VIPULLTD,Vipul Limited
VIPULORG,Vipul Organics Limited
VSL,Viram Suvarn Limited
VIRATCRA,Virat Crane Industries Ltd
VIRAT,Virat Industries Ltd.
VLL,Virat Leasing Limited
VIRGOGLOB,Virgo Global Limited
VIRINCHI,Virinchi Limited
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.
VOEPL,Virtuoso Optoelectronics Limited
VIRYA,VIRYA RESOURCES LIMITED
VISACHROME,VISA Chrome Limited
VISAGAR,Visagar Financial Services Ltd
VIVIDHA,Visagar Polytex Limited
VISAKAIND,Visaka Industries Limited
VISHALBL,Vishal Bearings Limited
VISHAL,Vishal Fabrics Limited
VMM,Vishal Mega Mart Limited
VISHNU,Vishnu Chemicals Limited
VPRPL,Vishnu Prakash R Punglia Limited
VISVEN,VISHVPRABHA VENTURES LIMITED
VISHWARAJ,Vishwaraj Sugar Industries Limited
VISIONCINE,Vision Cinemas Limited
VISIONCO,Vision Corporation Ltd.
VISTAPH,Vista Pharmaceuticals Ltd.
VISTARAMAR,Vistar Amar Limited
VITAL,Vital Chemtech Limited
VIVAA,Vivaa Tradecom Limited
VIVANTA,Vivanta Industries Limited
VIVANZA,Vivanza Biosciences Limited
VIVIANA,Viviana Power Tech Limited
VIVIDIND,Vivid Global Industries Limited
VIVIDM,VIVID MERCANTILE LIMITED
VIVIMEDLAB,Vivimed Labs Limited
VIVOBIOT,Vivo Bio tech Ltd.
VIYASH,Viyash Scientific Limited
VJTFEDU,VJTF Eduservices Limited
VLEGOV,VL E-Governance & IT Solutions Limited
VLSFINANCE,VLS Finance Limited
VMS,VMS INDUSTRIES LIMITED
VMSTMT,VMS TMT Limited
IDEA,Vodafone Idea Limited
VOITHPAPR,Voith Paper Fabrics India Ltd
VOLLF,Voltaire Leasing & Finance Ltd.
VOLTAMP,Voltamp Transformers Limited
VOLTAS,Voltas Limited
VRAJ,Vraj Iron and Steel Limited
VRLLOG,VRL Logistics Limited
VRUDDHI,Vruddhi Engineering Works Limited
VPL,Vrundavan Plantation Limited
VSDCONF,VSD Confin ltd.
VSFPROJ,VSF Projects Limited
VSTIND,VST Industries Limited
VTMLTD,VTM Ltd
VVIPIL,VVIP Infratech Limited
VXLINSTR,VXL Instruments Ltd.
WSI,W S Industries (I) Limited
WHBRADY,W.H. Brady & Co. Ltd.
WAA,Waa Solar Limited
WAAREEENER,Waaree Energies Limited
WAAREERTL,Waaree Renewable Technologies Limited
WAAREE,WAAREE TECHNOLOGIES LIMITED
WAGEND,Wagend Infra Venture Limited
WAKEFIT,Wakefit Innovations Limited
WALCHPF,Walchand Peoplefirst Limited
WALCHANNAG,Walchandnagar Industries Limited
WALLFORT,Wallfort Financial Services Ltd.
WANBURY,Wanbury Limited
WARDWIZFBL,Wardwizard Foods and Beverages Limited
WARDHEALTH,WARDWIZARD HEALTHCARE LIMITED
WARDINMOBI,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED
WARRENTEA,Warren Tea Ltd.
WATERBASE,Waterbase Limited
WEWIN,WE WIN LIMITED
WEALTH,Wealth First Portfolio Managers Limited
WEBSL,Web Element Solutions Limited
WEBELSOLAR,Websol Energy System Limited
WEIZMANIND,Weizmann Limited
ZWELCAST,Welcast Steels Ltd.
WELCURE,Welcure Drugs & Pharmaceuticals ltd
WELCORP,Welspun Corp Limited
WELENT,Welspun Enterprises Limited
WELINV,Welspun Investments and Commercials Limited
WELSPUNLIV,Welspun Living Limited
WELSPLSOL,Welspun Specialty Solutions Limited
WELTI,Welterman International Ltd.
WENDT,Wendt (India) Limited
WEPSOLN,WEP Solutions Ltd
WSTCSTPAPR,West Coast Paper Mills Limited
WESTLEIRES,WEST LEISURE RESORTS LIMITED
WCIL,Western Carriers (India) Limited
WMINIMT,Western Ministil Ltd.
WOSAL,Western Overseas Study Abroad Limited
WESTLIFE,WESTLIFE FOODWORLD LIMITED
WEWORK,WeWork India Management Limited
WHEELS,Wheels India Limited
WITS,Wherrelz IT Solutions Limited
WHIRLPOOL,Whirlpool of India Limited
WHITHAL,White Hall Commercial Co.Ltd.
WHITEORG,White Organic Agro Limited
WILLIMFI,Williamson Financial Services ltd.
WILLAMAGOR,Williamson Magor & Company Limited
WINDLAS,Windlas Biotech Limited
WINDMACHIN,Windsor Machines Limited
WINROC,Winro Commercial (India) Ltd.
WINSOMBR,Winsome Breweries Ltd.
WINSOMTX,Winsome Textile Industries Ltd
WINSOME,Winsome Yarns Limited
WIPRO,Wipro Limited
WIREFABR,Wires & Fabriks (SA) Ltd.
WOCKPHARMA,Wockhardt Limited
WOMENNET,Women Networks Ltd.
WEL,Wonder Electricals Limited
WONDERLA,Wonderla Holidays Limited
WORKMATES,WORKMATES CORE2CLOUD SOLUTION LIMITED
WWALUM,WORLDWIDE ALUMINIUM LIMITED
WORTH,Worth Investment & Trading Co Limited
WORTHPERI,Worth Peripherals Limited
WPIL,WPIL Limited
WSFX,WSFX Global Pay Limited
XCHANGING,Xchanging Solutions Limited
XELPMOC,Xelpmoc Design And Tech Limited
XPROINDIA,Xpro India Limited
XTGLOBAL,Xtglobal Infotech Limited
YAANENT,YAAN ENTERPRISES LIMITED
YAASHVI,YAASHVI JEWELLERS LIMITED
YAJUR,YAJUR FIBRES LIMITED
YAMNINV,Yamini Investments Company Limited
YARNSYN,Yarn Syndicate Ltd.
YASHCHEM,Yash Chemex Limited
YASHHV,Yash Highvoltage Limited
YASHINNO,YASH INNOVENTURES LIMITED
YASHMGM,Yash Management & Satellite Ltd.
YASHHTEJ,Yashhtej Industries (India) Limited
YASHO,Yasho Industries Limited
YASHRAJC,Yashraj Containeurs Ltd.
YATHARTH,Yatharth Hospital & Trauma Care Services Limited
YATRA,Yatra Online Limited
YESBANK,Yes Bank Limited
YOGI,YOGI LIMITED
YOGISUNG,Yogi Sung-won (India) Ltd.
YORKEXP,York Exports Ltd.
YUG,Yug Decor Limited
YUKEN,Yuken India Limited
YUNIKM,Yunik Managing Advisors Limited
YURANUS,Yuranus Infrastructure Ltd
YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD
ZAGGLE,Zaggle Prepaid Ocean Services Limited
ZEAL,Zeal Aqua Limited
ZEEL,Zee Entertainment Enterprises Limited
ZEELEARN,Zee Learn Limited
ZEEMEDIA,Zee Media Corporation Limited
ZELIO,Zelio E Mobility Limited
ZENTEC,Zen Technologies Limited
ZENITHEXPO,Zenith Exports Limited
ZENIFIB,Zenith Fibres Limited
ZENITHHE,Zenith Health Care Ltd.
ZENITHSTL,Zenith Steel Pipes & Industries Limited
ZENLABS,Zenlabs Ethica Limited
ZENOTECH,Zenotech Laboratories Limited
ZENSARTECH,Zensar Technologies Limited
MID150CASE,Zerodha Mutual Fund
TOP100CASE,Zerodha Mutual Fund
SML100CASE,Zerodha Mutual Fund
NIFTYCASE,Zerodha Mutual Fund
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited
ZFSTEERING,ZF Steering Gear (India) Limited
ZIMLAB,Zim Laboratories Limited
ZINEMA,ZINEMA MEDIA AND ENTERTAINMENT LIMITED
ZODIACLOTH,Zodiac Clothing Company Limited
ZODIAC,Zodiac Energy Limited
ZODIACVEN,Zodiac Ventures Limited
ZODJRDMKJ,Zodiac-JRD-MKJ Ltd.
ZOTA,Zota Health Care LImited
ZR2,ZR2 BIOENERGY LIMITED
ZUARI,Zuari Agro Chemicals Limited
ZUARIIND,ZUARI INDUSTRIES LIMITED
ZYDUSLIFE,Zydus Lifesciences Limited
ZYDUSWELL,Zydus Wellness Limited
